Current_Occupancy,Queue_Main_In,Queue_Entrance,Queue_Main_Out,Green_T1,Green_T2,Green_T3
13,21,6,17,41,33,12
14,22,11,17,39,29,17
25,25,14,28,31,39,17
26,26,2,8,60,21,10
16,12,16,5,30,15,42
48,11,6,13,10,60,10
32,2,11,7,12,29,50
52,1,1,9,10,60,10
12,8,3,7,42,36,14
57,6,19,14,10,58,10
24,3,8,19,11,58,22
25,0,7,19,10,60,23
14,11,4,13,37,39,14
5,0,14,0,12,10,58
49,8,13,0,11,59,10
48,29,3,7,10,60,10
52,25,16,16,10,59,11
3,16,2,23,34,51,10
40,6,17,19,10,60,10
58,11,13,14,12,60,10
12,25,20,14,37,23,32
65,0,14,26,10,60,11
3,5,7,16,15,49,24
0,19,19,12,35,20,35
41,24,15,25,10,60,11
34,18,0,10,56,33,12
22,29,1,3,58,12,11
54,22,4,7,10,60,12
19,0,4,0,12,10,60
31,1,16,27,11,55,32
60,5,13,2,10,60,10
62,27,13,11,11,58,10
62,25,8,19,10,60,10
50,15,5,21,11,60,10
23,29,14,21,38,30,18
27,29,11,9,51,18,18
54,22,4,6,11,60,10
56,1,17,16,12,60,10
15,29,14,0,60,10,30
16,25,0,29,39,46,11
10,20,7,10,46,26,15
30,27,17,9,44,15,29
59,7,16,16,10,60,12
27,19,18,11,33,19,32
5,21,2,3,58,11,10
57,10,5,30,10,60,10
44,18,20,29,10,59,12
26,30,16,15,45,22,23
2,2,1,3,32,44,13
2,13,11,30,19,49,19
25,7,19,18,14,37,40
14,25,11,12,46,20,18
11,18,5,12,47,29,10
34,8,10,29,16,53,19
20,16,17,9,33,18,35
21,28,16,13,45,18,24
19,14,2,15,42,43,12
27,1,2,4,12,50,25
35,8,0,21,25,59,10
10,10,11,0,44,10,45
10,4,5,12,19,53,20
11,14,17,18,23,34,29
28,11,3,22,26,53,10
8,27,4,18,51,32,11
1,23,2,19,47,40,10
52,4,1,11,10,58,10
42,25,7,25,11,58,11
30,23,19,14,37,24,32
39,26,13,19,10,60,10
56,27,2,25,10,60,11
49,7,5,18,10,60,10
7,15,15,8,33,20,33
10,0,9,27,10,60,23
23,21,10,4,54,10,26
26,2,19,19,10,41,43
61,12,18,3,10,60,11
22,27,10,23,42,36,15
19,11,4,21,27,51,10
53,5,15,27,10,60,10
55,26,19,1,11,60,11
59,1,13,26,11,60,12
31,13,4,6,52,22,13
63,17,0,30,10,58,10
65,30,15,19,10,60,10
32,1,14,8,10,29,54
36,9,11,26,12,60,10
47,18,19,26,10,60,10
47,19,19,14,10,59,10
57,18,6,5,10,59,10
37,8,15,27,12,58,11
7,9,10,22,20,50,21
13,16,19,19,28,29,32
41,16,13,27,11,58,10
41,16,14,8,12,60,10
63,14,16,13,10,59,12
7,6,2,9,33,48,12
18,24,9,20,41,34,15
10,4,7,30,10,58,16
45,16,5,6,12,60,10
34,27,4,4,59,10,10
23,6,19,10,16,23,48
64,22,10,26,10,60,10
24,29,9,25,43,34,10
35,12,7,27,23,54,13
33,21,6,25,36,42,10
27,21,11,7,46,14,23
17,28,1,10,60,21,11
4,25,9,1,60,12,23
30,11,13,8,29,21,34
18,21,6,17,42,34,13
3,12,11,24,20,47,22
9,9,6,13,30,42,21
0,24,16,20,37,32,26
49,23,8,6,12,60,10
62,9,4,0,10,58,12
3,18,12,5,46,10,31
60,23,1,6,10,60,11
48,2,14,7,10,58,11
60,14,8,23,10,59,10
39,10,0,9,10,58,10
5,26,1,12,60,26,11
61,9,13,15,10,60,11
20,17,17,5,39,10,39
58,11,10,11,10,60,12
49,24,8,27,11,60,10
35,26,12,18,42,28,21
42,12,18,9,12,60,10
50,23,7,19,11,60,10
62,9,10,15,11,60,10
36,28,14,12,10,59,10
11,19,0,5,59,20,11
54,29,7,11,12,60,11
1,27,15,26,33,33,18
60,8,11,15,12,59,11
30,7,10,21,14,47,22
19,22,0,10,60,27,11
49,25,12,29,12,60,12
14,25,0,21,47,43,10
20,7,0,1,60,12,10
27,29,2,8,60,19,10
31,6,2,13,24,55,10
22,2,6,25,10,60,15
11,5,7,14,18,48,26
5,1,2,26,10,60,10
24,26,8,13,50,25,16
36,22,11,27,10,59,12
4,5,7,13,16,46,23
45,28,14,4,10,60,12
47,12,2,6,10,59,10
18,0,14,18,10,48,39
17,8,2,3,54,19,12
6,18,1,30,31,55,10
1,27,15,7,50,13,29
13,24,10,17,40,29,16
36,1,20,21,12,60,11
52,29,18,17,11,60,10
51,9,8,15,12,59,11
28,22,7,6,54,15,16
7,27,9,13,48,22,18
57,7,20,21,10,58,10
0,12,16,20,21,35,28
31,28,17,20,36,27,21
51,28,8,1,10,60,10
31,15,9,22,28,45,19
45,26,17,1,10,60,10
18,9,16,26,14,47,28
55,9,20,28,12,60,10
55,9,2,19,11,60,10
20,15,5,11,41,31,16
19,2,2,25,10,59,11
11,10,17,20,18,39,33
48,30,19,3,10,60,10
57,14,19,12,11,60,10
31,11,17,4,30,12,47
13,8,17,5,26,13,49
1,30,9,2,60,10,18
19,25,3,18,46,35,10
22,18,17,30,25,40,23
33,16,11,11,36,24,24
18,25,2,6,60,14,10
23,12,7,22,25,47,14
7,3,0,30,10,60,10
22,10,18,26,17,43,30
16,4,10,30,10,59,22
20,26,10,14,48,24,19
60,2,8,21,10,58,10
62,21,9,7,11,60,11
39,10,7,20,10,60,10
9,6,1,24,16,58,10
45,24,3,23,10,58,10
0,13,4,27,27,55,10
53,10,12,24,11,60,10
51,16,14,9,10,60,11
15,3,6,27,12,58,15
65,20,8,21,10,60,12
9,4,4,10,21,51,18
53,25,20,21,11,59,12
32,6,3,3,43,21,20
43,7,12,14,11,59,10
41,25,2,8,10,60,10
55,17,19,2,11,59,12
7,23,6,18,45,32,11
9,17,17,18,31,29,30
49,26,17,15,10,59,11
43,0,14,21,10,59,10
63,1,12,19,10,59,11
42,23,2,3,10,60,10
36,3,16,15,10,60,10
39,10,12,25,12,60,10
25,0,5,24,10,60,16
52,30,19,14,10,60,10
61,16,1,3,10,60,11
2,12,16,2,38,10,46
20,4,20,22,10,41,37
46,12,2,26,10,59,10
64,17,6,16,10,60,10
51,17,19,20,10,60,10
61,28,20,15,10,60,10
62,19,11,20,10,59,10
28,6,16,24,13,45,29
34,25,0,30,39,50,11
30,14,2,27,27,54,10
38,6,9,30,10,60,10
27,16,6,0,58,11,26
48,28,5,21,10,60,10
50,14,5,23,10,59,10
10,24,13,27,35,35,17
30,22,7,4,60,11,19
2,3,7,27,12,60,18
0,19,14,28,28,41,19
1,17,10,22,31,40,18
34,1,17,21,11,46,38
23,21,18,19,31,27,28
0,19,20,17,29,25,33
12,16,9,1,57,11,30
0,18,16,7,38,16,37
11,19,15,15,33,27,29
8,0,15,20,10,49,36
35,7,0,26,19,58,10
48,19,1,9,10,60,10
3,27,11,8,53,15,23
65,17,2,12,10,60,10
6,24,12,2,58,12,27
43,14,17,15,11,58,11
62,9,4,26,10,60,10
11,7,7,5,31,23,35
57,10,1,20,10,60,10
50,21,6,18,10,58,10
41,23,19,9,11,60,12
52,29,5,11,12,60,12
28,9,16,25,16,45,26
16,27,4,26,42,40,10
12,6,11,13,17,37,33
12,10,5,23,24,56,10
29,23,16,17,37,25,27
62,25,10,30,10,60,10
40,20,19,14,10,60,10
13,27,9,8,56,16,20
33,29,6,3,60,10,13
47,22,10,14,12,58,10
11,3,13,25,11,56,29
21,1,20,9,10,27,58
10,2,10,0,13,12,60
62,7,15,0,11,60,10
61,12,3,3,10,60,10
18,23,2,22,43,42,10
22,15,13,22,29,41,25
22,6,19,18,14,35,41
56,9,8,1,10,58,10
20,17,20,22,23,33,32
63,10,1,5,10,60,12
11,23,12,3,56,12,30
26,28,12,4,57,10,22
37,7,10,6,10,58,10
32,30,13,5,58,10,24
16,30,13,15,46,24,21
34,20,16,8,42,16,33
53,11,5,3,12,60,10
48,16,18,20,10,60,11
28,19,19,2,40,11,42
34,28,14,15,45,25,24
11,18,11,8,44,20,24
46,6,15,21,10,60,11
18,17,12,19,30,34,21
16,9,14,7,25,23,44
44,7,17,30,11,60,10
64,22,11,23,12,60,12
48,11,16,8,11,60,12
10,19,4,26,32,47,12
61,20,5,9,10,58,12
62,13,6,29,12,60,10
14,23,8,25,38,42,11
45,13,19,17,11,60,11
18,22,1,25,40,45,10
59,30,4,1,11,60,10
7,7,0,20,22,60,12
44,19,1,5,10,60,10
13,22,13,0,57,11,34
32,21,6,9,53,21,13
20,2,17,28,11,54,34
8,10,1,17,31,54,10
46,6,3,27,10,60,10
52,28,19,3,12,58,10
17,10,18,29,16,43,29
0,12,1,15,39,49,10
19,23,13,17,38,30,20
24,15,12,24,26,42,19
7,4,7,5,23,27,41
42,9,7,20,11,59,12
37,14,0,28,10,60,12
47,23,10,24,11,59,10
47,2,14,9,10,59,12
39,23,16,26,11,60,12
49,0,14,29,10,60,10
2,20,10,6,51,14,23
40,6,15,9,10,60,10
28,7,16,19,14,40,33
9,2,14,22,10,52,33
43,29,3,16,12,60,10
33,6,11,14,18,41,30
7,6,15,24,11,50,32
38,21,3,19,12,60,10
49,23,5,9,11,60,10
33,5,17,23,10,44,35
39,27,8,19,11,60,10
62,4,16,26,10,59,10
1,14,20,29,22,43,26
18,28,20,6,46,11,33
19,4,12,26,10,57,27
61,29,0,15,10,60,12
27,28,11,5,58,10,23
42,23,11,3,11,58,10
58,4,20,29,10,60,12
43,21,10,1,10,58,12
62,20,0,13,10,60,10
42,0,12,24,10,60,10
4,20,4,18,44,40,10
37,12,11,9,12,59,12
26,1,13,29,12,59,29
28,7,11,29,14,56,23
64,3,18,25,10,60,10
53,16,6,18,11,60,10
43,1,8,19,10,59,10
8,20,11,5,52,13,29
32,13,11,1,44,11,40
53,1,14,4,12,60,11
46,7,7,8,11,60,10
64,29,10,4,10,60,11
8,9,16,23,18,43,30
16,14,11,11,37,25,29
10,14,10,12,34,31,27
25,18,4,26,33,50,11
43,2,16,23,10,60,10
46,15,4,14,11,60,10
18,25,20,1,47,11,39
25,24,7,23,41,38,13
62,0,15,3,11,60,10
39,15,18,5,10,58,10
35,26,13,8,48,16,25
44,11,9,8,10,60,12
31,1,8,10,11,48,35
64,17,6,27,10,60,10
42,24,9,7,10,60,11
64,1,16,28,12,60,10
33,21,1,12,55,32,10
55,18,11,6,11,59,10
51,1,8,20,11,60,10
43,16,10,9,10,59,10
48,19,17,11,10,60,10
54,27,9,21,12,60,10
57,26,0,20,11,58,11
19,3,11,28,10,60,22
6,6,17,20,10,42,34
20,3,1,4,32,46,13
26,1,0,26,12,60,10
36,12,19,24,10,58,10
3,19,15,17,35,32,26
17,25,5,8,60,17,10
20,9,15,4,26,12,50
53,19,2,22,10,59,10
44,26,12,5,10,58,12
61,30,18,12,12,60,11
2,19,16,15,34,29,30
34,8,2,1,58,11,16
63,0,15,4,10,60,11
51,19,10,14,11,60,10
21,14,14,3,40,10,40
41,10,4,25,10,60,10
42,12,12,11,10,60,11
55,24,2,23,10,60,12
65,8,2,30,10,60,12
11,4,11,6,17,27,45
16,10,8,22,21,49,20
62,30,8,30,10,60,12
8,3,9,18,10,52,25
54,10,0,6,10,60,11
38,1,7,1,10,60,10
15,13,4,11,40,37,10
54,25,18,25,12,60,10
37,29,12,27,12,58,10
11,14,10,28,22,46,18
16,14,17,19,25,32,32
57,8,19,15,12,60,10
41,29,14,3,10,60,12
12,25,11,9,50,16,23
44,4,5,10,12,60,10
10,28,8,2,58,11,17
9,14,8,26,25,50,13
29,10,2,24,27,59,10
52,27,17,18,10,59,10
17,2,5,20,10,60,14
45,9,14,8,10,58,10
65,3,9,0,10,60,10
60,21,4,29,11,59,12
63,24,2,2,11,58,10
21,21,0,13,53,33,12
36,3,1,7,10,59,10
60,29,14,23,10,60,12
2,28,8,0,60,11,20
27,19,19,30,24,37,27
27,21,14,20,36,32,24
56,25,16,22,10,59,10
18,20,14,2,52,10,34
59,12,8,13,10,60,10
52,2,2,29,12,60,10
45,4,5,15,12,60,10
40,17,14,4,10,60,10
19,30,20,23,34,29,22
43,22,16,23,10,60,10
52,26,16,5,11,60,10
21,12,19,4,32,12,50
35,24,16,13,40,20,27
45,27,4,30,10,59,10
63,29,20,24,11,59,12
22,19,3,10,51,29,10
57,5,8,13,11,58,10
28,27,2,23,46,39,12
45,8,19,8,10,60,10
58,27,6,17,10,60,10
59,5,19,1,12,59,12
7,3,2,17,13,60,11
50,28,10,24,10,58,11
12,17,18,6,36,12,41
2,8,6,16,24,48,19
17,28,11,23,41,34,17
13,26,10,10,49,20,17
42,24,18,28,10,60,12
50,26,4,24,10,60,10
10,26,4,10,57,22,11
4,13,10,13,31,34,24
25,17,2,12,50,32,10
33,25,1,15,56,33,10
5,29,16,16,40,25,21
32,14,20,15,23,27,37
46,1,0,12,12,58,10
29,12,4,16,33,43,12
48,15,1,13,12,60,10
12,10,17,11,24,25,40
11,9,20,7,21,16,49
65,27,5,13,10,58,10
29,26,9,23,40,35,11
40,9,8,4,11,58,10
25,4,5,23,13,60,15
1,18,15,24,28,37,21
56,19,4,28,10,60,11
26,22,19,25,32,34,26
0,29,18,14,40,19,28
30,13,16,10,28,24,34
38,7,5,24,10,59,12
31,13,8,3,49,13,28
14,15,13,7,39,16,34
47,10,13,17,10,60,10
63,2,5,20,12,59,12
41,11,1,18,10,59,10
25,24,11,19,41,31,20
24,13,18,0,38,10,52
51,9,2,23,12,60,10
54,15,14,17,10,60,10
62,4,4,2,10,58,10
19,10,9,2,42,10,39
26,30,13,18,46,25,20
17,4,8,3,22,18,50
30,4,5,27,10,58,13
60,24,11,29,12,58,11
37,8,1,19,10,60,11
23,15,12,9,37,20,28
36,25,1,1,10,60,10
24,22,4,25,36,46,11
21,4,18,5,12,14,60
24,12,12,9,34,22,32
20,22,6,6,58,16,13
19,5,12,4,21,17,53
64,2,7,27,10,60,10
11,13,4,30,26,57,10
32,25,7,22,42,34,12
57,25,11,19,12,60,12
12,28,12,3,60,12,27
43,4,6,1,12,59,10
17,30,4,8,60,16,10
27,0,2,23,12,58,10
45,13,13,3,11,60,12
0,21,4,11,50,25,11
33,3,6,7,14,39,31
13,22,8,23,36,37,11
64,29,6,23,10,59,10
11,8,11,20,16,44,27
31,17,4,13,43,35,10
38,25,11,17,12,60,10
4,20,12,12,42,25,22
62,0,3,18,10,60,11
4,1,16,29,11,56,29
49,18,16,18,12,60,11
57,0,12,6,10,58,12
50,28,1,0,10,60,10
36,10,7,21,10,58,10
57,12,15,30,10,60,10
3,13,13,22,26,41,22
8,5,4,1,44,12,38
34,2,1,13,10,60,12
12,4,14,22,12,49,29
16,10,4,12,32,43,12
33,8,9,12,23,39,27
58,27,19,7,10,59,10
9,4,9,8,19,32,40
28,1,20,29,10,52,35
34,11,2,15,37,48,10
55,29,20,6,10,60,10
63,26,8,23,10,60,11
28,20,19,9,38,18,35
4,9,7,28,20,57,13
0,23,2,26,42,46,10
3,19,10,24,32,39,18
53,1,19,1,10,60,10
10,8,6,13,25,44,20
36,30,6,13,10,59,10
29,4,0,19,16,60,10
24,10,9,1,44,10,39
34,20,13,21,33,35,20
54,25,10,18,12,60,12
47,30,14,12,11,58,11
58,12,0,28,10,60,10
36,6,4,8,12,59,10
56,28,14,26,10,60,10
65,25,6,5,10,60,11
47,15,19,8,12,60,11
23,27,4,16,49,31,10
51,12,7,25,11,60,12
40,12,19,14,10,60,10
63,22,13,24,10,60,10
55,20,16,27,10,60,10
16,27,5,12,54,22,10
30,24,10,10,48,20,22
5,8,17,18,17,39,35
10,3,2,9,21,59,10
18,22,9,15,44,31,17
24,6,14,8,18,23,43
31,7,19,16,17,33,39
45,25,2,21,12,60,10
9,5,8,7,23,32,38
34,18,4,1,60,10,15
42,27,14,27,10,60,10
53,3,3,30,10,58,12
30,24,7,13,50,24,12
19,16,1,30,32,56,10
18,9,17,25,15,46,30
38,13,20,23,12,60,10
45,3,7,10,11,60,10
60,21,3,26,10,60,10
44,17,15,10,10,60,12
5,24,2,27,38,43,10
39,11,20,0,12,60,12
5,20,3,12,51,32,10
11,27,10,24,41,37,12
22,7,10,1,35,12,48
40,12,6,11,10,59,10
55,28,11,4,11,59,10
5,4,13,3,19,15,58
4,7,0,24,21,60,10
26,21,2,6,60,20,12
61,13,17,3,10,58,11
50,14,4,29,11,58,10
13,4,13,8,13,26,45
9,10,12,3,38,12,44
0,18,9,30,29,46,14
60,8,0,29,11,60,10
24,12,2,27,25,57,11
51,26,4,22,11,60,10
43,12,9,28,10,58,11
48,16,3,27,10,60,10
65,20,13,12,10,59,10
18,16,5,28,29,51,11
49,16,4,28,10,58,12
29,18,9,2,55,10,25
8,23,19,26,28,32,27
29,28,7,24,41,35,10
19,30,0,27,48,42,10
17,0,8,27,10,60,21
4,4,9,25,10,57,22
39,14,9,15,11,58,11
32,25,14,0,55,10,34
41,30,1,18,10,58,11
37,21,11,11,12,60,10
60,21,18,6,11,59,10
16,18,1,16,46,41,10
42,9,11,0,10,60,12
51,17,3,6,12,60,10
27,25,2,20,49,38,11
17,7,14,26,15,51,28
16,26,17,7,47,13,32
26,20,13,30,29,40,18
58,6,19,0,10,60,11
30,27,8,5,60,10,20
28,3,8,10,13,43,35
10,25,1,3,59,10,12
25,7,12,28,12,53,21
46,2,7,16,10,59,10
53,27,18,4,10,59,10
41,13,18,26,10,58,10
20,15,18,20,25,35,32
11,22,19,29,29,39,24
39,17,20,12,10,60,12
27,13,15,23,21,41,26
9,27,10,17,44,26,16
13,22,10,1,59,10,25
16,5,20,8,14,22,54
21,30,19,1,56,10,34
40,9,13,23,11,59,10
59,0,19,19,10,59,12
22,19,10,1,57,10,29
60,6,4,12,12,60,12
11,0,19,9,10,26,59
24,22,7,28,35,46,10
30,19,13,15,35,29,25
11,13,20,16,25,28,36
9,10,8,16,26,44,23
62,6,12,27,12,60,12
25,15,0,2,60,10,10
8,3,19,11,10,28,52
32,24,10,11,48,22,22
46,27,13,20,10,58,11
1,16,13,4,42,10,33
13,19,14,15,34,30,27
24,27,15,26,34,34,21
9,5,19,9,11,25,52
41,11,8,13,10,60,10
52,3,11,23,12,58,10
63,18,11,27,10,59,11
0,19,6,15,40,34,13
13,30,0,18,56,35,10
20,15,8,24,29,44,13
61,19,12,30,12,60,10
52,8,10,30,10,58,10
40,11,2,12,10,59,12
49,2,5,1,11,59,10
22,7,2,18,25,60,11
18,22,13,26,30,36,18
48,27,4,0,10,59,12
43,16,14,27,10,60,10
39,23,10,2,10,59,10
15,15,11,21,30,40,23
36,29,20,7,11,59,10
11,22,4,4,60,13,12
10,30,19,19,37,23,26
48,24,20,17,10,60,10
0,9,5,11,30,38,19
29,22,6,3,60,10,19
25,26,20,23,32,30,25
25,13,1,6,56,28,10
63,24,5,20,10,58,11
32,17,6,22,36,43,14
62,17,14,15,11,58,10
29,4,16,10,13,30,49
6,1,3,5,10,49,30
65,23,11,28,12,60,10
27,14,1,20,36,51,10
43,18,12,4,10,59,11
0,12,7,1,52,12,30
36,25,2,11,12,59,10
21,8,10,20,17,45,23
53,7,2,21,11,60,10
50,8,6,8,10,59,11
45,21,16,9,10,58,10
33,1,5,27,11,58,14
18,3,18,29,10,54,33
40,29,11,6,12,59,12
11,16,2,29,31,54,12
15,0,10,12,12,48,39
58,3,18,24,10,60,12
27,26,6,7,58,18,14
27,5,9,5,23,21,44
58,9,11,8,10,59,10
30,4,20,12,10,31,52
57,30,17,10,12,58,10
9,3,6,26,10,58,14
22,5,3,11,21,51,15
46,15,7,26,12,60,12
19,29,13,20,44,28,20
9,29,10,9,52,15,19
49,4,17,8,10,60,12
39,3,9,17,10,60,11
48,11,6,10,10,60,10
46,11,14,4,10,58,10
6,19,2,20,39,43,10
32,26,14,25,36,36,21
23,25,6,20,46,36,12
10,0,4,21,10,58,14
23,17,14,24,27,41,20
33,5,11,2,25,12,56
11,6,9,10,21,35,34
16,12,5,4,53,17,23
61,3,1,20,12,60,12
14,8,7,9,32,33,28
52,3,14,30,10,60,11
4,14,0,26,31,60,10
58,20,16,12,12,60,10
58,3,9,20,11,60,10
61,28,15,0,10,60,11
17,9,1,22,27,60,10
46,23,13,28,12,60,10
15,19,17,21,28,32,25
33,25,13,19,38,32,20
56,26,16,22,10,59,10
55,27,4,7,10,58,11
59,24,8,10,10,60,10
61,24,16,28,11,59,10
20,10,14,4,32,10,46
26,3,15,26,10,51,28
34,2,15,18,10,47,37
61,25,8,6,10,58,10
17,16,15,6,39,14,35
26,10,6,3,46,14,28
22,8,16,25,16,44,31
28,13,7,16,30,41,16
52,4,17,10,11,60,11
54,20,3,4,10,60,10
58,1,10,6,10,60,12
25,19,17,30,25,40,22
42,4,8,21,10,59,10
12,19,19,3,40,10,40
61,18,18,23,10,58,10
20,13,15,7,35,19,38
40,26,9,21,12,60,10
14,15,14,8,38,21,34
43,19,16,20,10,59,10
32,17,2,23,34,51,10
13,30,9,4,58,10,17
5,27,16,9,45,17,28
0,19,15,30,24,44,23
63,24,4,28,10,58,12
60,29,0,8,10,59,11
26,19,14,14,38,24,24
38,10,3,15,12,60,10
54,10,14,28,11,59,10
37,12,0,19,10,60,10
34,23,9,3,57,12,24
4,1,13,21,10,53,33
27,12,12,15,28,32,25
14,9,20,22,13,38,33
30,21,2,26,39,47,11
18,9,14,6,25,16,42
12,18,7,13,43,28,16
39,12,0,4,10,60,10
31,18,2,9,56,25,12
31,17,3,30,29,56,12
4,23,19,6,41,10,34
18,28,2,27,45,41,11
58,10,1,6,12,60,12
43,12,19,2,12,60,11
54,2,16,3,10,60,10
11,28,5,19,48,34,10
63,19,18,14,12,59,10
31,6,18,19,13,39,35
6,22,14,11,42,20,28
59,13,20,16,10,60,11
55,1,18,10,10,59,10
52,1,9,7,12,60,10
24,8,19,26,14,46,31
42,28,5,19,10,60,10
14,4,19,28,10,51,35
36,6,6,22,12,60,10
55,20,3,0,11,60,10
63,29,12,22,12,58,11
63,20,9,16,12,60,10
16,19,17,26,25,36,25
22,10,5,2,51,12,25
64,10,14,0,11,60,10
57,5,15,16,10,60,10
65,0,10,15,10,60,10
16,5,8,29,10,59,16
35,26,3,2,59,10,10
20,8,16,1,26,10,57
23,21,20,8,39,14,38
32,14,8,15,35,34,19
10,9,10,9,28,27,30
18,29,15,26,37,34,18
11,7,12,0,31,10,55
21,17,5,18,37,42,11
57,3,0,11,11,58,12
3,13,17,8,32,19,42
13,25,4,3,60,10,13
48,29,18,0,12,59,12
44,15,18,18,10,60,11
61,19,4,21,10,60,11
57,14,13,0,11,60,11
48,19,18,13,10,59,10
7,18,14,1,49,12,39
50,8,10,11,10,59,10
64,1,7,29,10,60,11
22,23,14,29,32,40,18
23,6,7,5,30,24,37
3,14,3,10,47,33,10
37,0,3,12,12,60,10
60,11,14,21,10,60,10
26,2,11,28,11,60,25
8,14,1,2,59,12,10
59,16,11,28,12,60,12
59,23,16,27,10,59,10
11,2,17,19,10,44,38
25,28,5,5,60,11,10
30,23,2,29,37,49,12
40,0,6,1,11,60,10
26,22,5,27,34,45,10
59,20,17,17,10,59,10
35,4,7,1,32,10,53
65,5,9,10,11,58,12
4,24,7,25,38,38,10
21,19,4,7,59,22,10
5,24,10,12,45,25,18
50,12,12,14,12,60,10
26,20,3,17,46,36,12
62,27,20,7,10,60,11
42,4,19,9,10,59,10
23,7,4,21,18,57,10
12,28,12,9,52,18,24
42,10,8,1,10,60,11
12,9,12,15,20,36,30
1,0,20,20,10,45,46
8,13,17,18,24,33,31
1,9,17,30,14,50,26
53,0,9,6,10,59,12
26,6,2,28,17,58,10
59,17,5,10,12,58,11
23,9,9,8,32,28,29
44,4,0,30,10,60,10
32,13,0,28,28,59,10
49,29,8,5,10,59,10
61,20,10,19,10,60,12
25,16,4,1,58,10,16
64,7,12,18,10,60,10
56,1,12,0,12,58,11
47,20,7,8,11,58,12
46,29,17,30,11,59,11
12,30,2,14,56,28,10
28,15,0,22,37,54,10
2,9,17,2,26,10,54
3,26,19,20,36,29,27
1,5,9,30,10,59,18
5,21,6,10,50,26,12
24,4,17,29,10,54,31
51,8,2,24,11,60,10
39,11,8,18,11,59,10
8,26,13,11,48,21,23
33,26,13,30,31,40,15
48,19,17,26,10,60,10
64,5,2,30,10,58,10
42,9,15,13,10,60,10
58,7,7,4,10,60,10
45,25,14,7,12,60,10
34,3,14,26,10,55,27
46,14,20,1,10,58,10
35,17,16,29,25,44,25
55,0,19,17,10,59,10
23,22,12,28,29,41,19
41,27,15,5,10,60,10
3,19,20,5,38,10,39
62,20,3,8,10,60,10
50,18,18,11,10,60,11
40,23,17,18,12,58,11
48,25,20,26,12,60,12
11,24,20,24,31,32,26
21,27,0,24,46,44,10
46,7,20,0,11,60,10
21,26,8,8,54,18,16
27,3,2,14,14,58,10
52,25,5,24,10,59,12
7,26,3,0,59,11,10
23,13,7,7,45,21,23
32,14,1,23,33,56,11
3,18,14,11,38,23,28
6,23,14,13,43,24,25
32,26,20,19,35,28,29
15,29,16,5,53,12,30
5,30,8,4,60,10,15
64,25,2,1,10,59,12
46,22,4,18,12,59,10
50,7,10,19,11,60,10
5,4,14,30,10,54,27
46,0,13,16,11,58,12
63,5,9,6,10,60,10
51,16,2,26,11,58,12
25,0,18,0,11,10,58
32,17,13,10,38,22,30
41,12,12,18,12,60,10
21,6,19,11,14,26,46
40,4,4,20,11,60,10
11,1,20,1,11,10,59
64,16,2,11,10,60,12
56,6,14,25,10,60,10
36,29,17,7,12,60,10
20,30,6,9,60,20,14
28,28,11,15,44,23,20
9,13,6,24,27,49,10
0,5,0,4,52,41,12
50,1,19,20,10,60,11
27,22,2,28,40,48,11
51,13,19,28,10,60,11
46,13,12,2,10,58,10
8,3,18,9,10,29,53
6,18,19,3,42,10,41
51,25,8,29,11,60,10
28,11,8,9,37,26,27
60,6,20,22,12,60,10
46,14,15,28,10,59,10
35,19,10,16,40,31,22
16,28,0,9,58,22,10
63,30,18,21,10,60,10
18,5,7,9,22,40,31
27,17,7,21,34,44,15
35,7,11,8,23,27,36
56,2,11,18,11,60,10
63,8,2,22,11,60,12
1,24,5,26,37,41,10
35,8,17,28,13,48,29
59,29,6,22,10,58,10
47,29,20,30,12,60,10
5,17,7,18,35,40,17
55,14,8,17,10,60,12
32,26,15,5,48,11,29
47,15,14,12,10,59,10
31,11,2,19,30,53,10
58,27,9,25,10,60,10
21,16,14,10,35,23,33
42,9,3,8,10,58,11
65,4,20,23,10,60,11
2,17,20,17,28,27,33
29,8,15,1,32,10,58
25,27,1,11,58,26,11
32,5,5,30,10,60,10
27,11,10,16,24,39,26
3,30,4,14,55,25,10
9,15,11,17,31,34,24
52,26,0,9,12,59,10
11,28,12,10,50,16,20
42,10,16,11,12,59,10
27,27,12,10,49,19,20
65,12,20,25,11,60,10
15,30,11,18,47,25,17
14,6,2,7,35,41,12
57,10,4,11,11,60,10
54,14,14,22,12,60,10
61,23,12,24,10,60,11
52,26,9,3,11,60,10
9,24,2,9,60,23,11
13,15,16,6,37,13,38
42,7,10,30,12,60,10
44,9,10,8,10,59,11
31,20,2,6,60,18,11
11,6,2,27,13,60,10
5,30,9,8,55,14,17
3,28,8,22,44,33,12
40,21,20,23,10,58,11
6,28,3,14,58,28,10
37,15,5,7,10,60,10
18,27,18,1,53,11,37
12,30,10,28,39,39,11
11,0,19,30,12,56,32
46,8,7,24,10,58,10
34,26,19,25,32,33,26
29,15,7,13,38,35,18
10,5,19,1,19,10,60
38,30,12,0,10,59,12
5,5,9,16,15,50,26
23,27,1,27,46,45,10
65,9,14,9,10,60,10
55,11,7,22,10,60,11
35,18,20,23,24,34,31
39,1,8,28,10,60,10
56,30,17,11,11,59,10
39,20,3,16,12,59,12
9,25,12,24,36,35,18
34,14,19,3,34,10,45
43,1,8,17,10,60,10
41,29,4,14,10,60,10
24,5,9,25,10,55,22
48,14,16,16,10,59,11
5,6,6,16,19,52,20
